,filename,caption_generated,Pass(0)/Fail(1)
42,/kaggle/input/facebook-hateful-meme-dataset/data/img/71380.png,The ocean.,0
43,/kaggle/input/facebook-hateful-meme-dataset/data/img/71954.png,"A man in a white shirt, a man in a red shirt, a man in a black shirt, a man in a white shirt, a man in a red shirt, a man in a black shirt, a man in a white shirt, a man in a red shirt, a man in a black shirt, a man in a white shirt, a man in a red shirt, a man in a black shirt, a man",0
44,/kaggle/input/facebook-hateful-meme-dataset/data/img/94078.png,Donald Trump,0
45,/kaggle/input/facebook-hateful-meme-dataset/data/img/24751.png,I love pudding,0
46,/kaggle/input/facebook-hateful-meme-dataset/data/img/46271.png,"A dog, a laptop, a pillow, a blanket, a pillow, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket",0
47,/kaggle/input/facebook-hateful-meme-dataset/data/img/12956.png,Neighbors,0
48,/kaggle/input/facebook-hateful-meme-dataset/data/img/45182.png,Hand-Jerk,0
49,/kaggle/input/facebook-hateful-meme-dataset/data/img/26910.png,Books,0
50,/kaggle/input/facebook-hateful-meme-dataset/data/img/06852.png,Netanyahu plays the victim,0
51,/kaggle/input/facebook-hateful-meme-dataset/data/img/68137.png,The objects present in this image are the objects that are present in this image,0
52,/kaggle/input/facebook-hateful-meme-dataset/data/img/87936.png,"A sandwich, a heart, and bacon.",0
53,/kaggle/input/facebook-hateful-meme-dataset/data/img/47208.png,"A man on a skateboard, a man on a scooter, a man on a motorcycle, a man on a scooter, a man on a skateboard, a man on a scooter, a man on a motorcycle, a man on a scooter, a man on a skateboard, a man on a scooter, a man on a scooter, a man on a motorcycle, a man on a sc",0
54,/kaggle/input/facebook-hateful-meme-dataset/data/img/78296.png,Whole world - earth is round,0
55,/kaggle/input/facebook-hateful-meme-dataset/data/img/07968.png,A father in front of the whole class,0
56,/kaggle/input/facebook-hateful-meme-dataset/data/img/45687.png,Armed patrols on the streets,0
57,/kaggle/input/facebook-hateful-meme-dataset/data/img/65892.png,"A cat, a mountain, and a sunset",0
58,/kaggle/input/facebook-hateful-meme-dataset/data/img/68549.png,"When she says ""avocado"" you don't stop because what she says is what she means",0
59,/kaggle/input/facebook-hateful-meme-dataset/data/img/52603.png,"A car, a man, and a woman",0
60,/kaggle/input/facebook-hateful-meme-dataset/data/img/86725.png,Concentration camps,0
61,/kaggle/input/facebook-hateful-meme-dataset/data/img/87406.png,Democracy,0
62,/kaggle/input/facebook-hateful-meme-dataset/data/img/63547.png,"A woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman",0
63,/kaggle/input/facebook-hateful-meme-dataset/data/img/70189.png,This isn't even my final form,0
64,/kaggle/input/facebook-hateful-meme-dataset/data/img/05649.png,The president of the United States,0
65,/kaggle/input/facebook-hateful-meme-dataset/data/img/29714.png,"A black man, a police officer, and a gun",0
66,/kaggle/input/facebook-hateful-meme-dataset/data/img/13907.png,New fishing school,0
67,/kaggle/input/facebook-hateful-meme-dataset/data/img/23907.png,You're telling me can't pick my bedtime but can pick my gender?,0
68,/kaggle/input/facebook-hateful-meme-dataset/data/img/03495.png,"A man in a suit, a woman in a dress, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man",0
69,/kaggle/input/facebook-hateful-meme-dataset/data/img/41983.png,Goats,0
70,/kaggle/input/facebook-hateful-meme-dataset/data/img/80172.png,A cat,0
71,/kaggle/input/facebook-hateful-meme-dataset/data/img/91856.png,"A goat, a goat, and a goat",0
72,/kaggle/input/facebook-hateful-meme-dataset/data/img/01569.png,A woman and a child,0
73,/kaggle/input/facebook-hateful-meme-dataset/data/img/39421.png,A potato,0
74,/kaggle/input/facebook-hateful-meme-dataset/data/img/34796.png,San Francisco bans plastic straws and will still provide plastic,0
75,/kaggle/input/facebook-hateful-meme-dataset/data/img/48039.png,"Hello everyone, this is me and welcome to jackass umbra edition",0
76,/kaggle/input/facebook-hateful-meme-dataset/data/img/92541.png,A dog,0
77,/kaggle/input/facebook-hateful-meme-dataset/data/img/26537.png,A woman running in the woods,0
78,/kaggle/input/facebook-hateful-meme-dataset/data/img/98603.png,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person,",0
79,/kaggle/input/facebook-hateful-meme-dataset/data/img/84097.png,When each letter is a mental disorder,0
80,/kaggle/input/facebook-hateful-meme-dataset/data/img/98035.png,slow cooker,0
81,/kaggle/input/facebook-hateful-meme-dataset/data/img/53924.png,potatoes,0
82,/kaggle/input/facebook-hateful-meme-dataset/data/img/96284.png,a bunch of muslims,0
83,/kaggle/input/facebook-hateful-meme-dataset/data/img/48310.png,"A cat, a turkey, and a turkey.",0
84,/kaggle/input/facebook-hateful-meme-dataset/data/img/13964.png,Dragon Ball Z,0
85,/kaggle/input/facebook-hateful-meme-dataset/data/img/72084.png,Black Lives Matter,0
86,/kaggle/input/facebook-hateful-meme-dataset/data/img/90654.png,"A hijab, a hijab, and a hijab",0
87,/kaggle/input/facebook-hateful-meme-dataset/data/img/40618.png,The man is wearing a traditional arabian,0
88,/kaggle/input/facebook-hateful-meme-dataset/data/img/68374.png,"A fat man with a big belly, a fat woman with a big belly, and a fat boy with a big belly",0
89,/kaggle/input/facebook-hateful-meme-dataset/data/img/01829.png,"The dishwasher is so soft, it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so",0
90,/kaggle/input/facebook-hateful-meme-dataset/data/img/54028.png,A man in a gold and blue dress,0
91,/kaggle/input/facebook-hateful-meme-dataset/data/img/27563.png,Racism,0
92,/kaggle/input/facebook-hateful-meme-dataset/data/img/92837.png,Bullets,0
93,/kaggle/input/facebook-hateful-meme-dataset/data/img/29635.png,Close friends for life,0
94,/kaggle/input/facebook-hateful-meme-dataset/data/img/25037.png,I am 73 years old who is going to ask how do I do it?,0
95,/kaggle/input/facebook-hateful-meme-dataset/data/img/34592.png,Trusting people has made me the asshole i am today,0
96,/kaggle/input/facebook-hateful-meme-dataset/data/img/90413.png,The Holy Eucharist,0
97,/kaggle/input/facebook-hateful-meme-dataset/data/img/03289.png,"Fuck banks, fuck indians too",0
98,/kaggle/input/facebook-hateful-meme-dataset/data/img/23140.png,"A man with long hair, a black jacket, and a woman with long hair",0
99,/kaggle/input/facebook-hateful-meme-dataset/data/img/13679.png,Goat,0
100,/kaggle/input/facebook-hateful-meme-dataset/data/img/09821.png,The picture after saying i drank challenge me to your friends,0
101,/kaggle/input/facebook-hateful-meme-dataset/data/img/89072.png,A black man kills a white cop,0
102,/kaggle/input/facebook-hateful-meme-dataset/data/img/49271.png,"A woman lying in a grave, a man in a wheelchair, and a man in a wheelchair with a gun",0
103,/kaggle/input/facebook-hateful-meme-dataset/data/img/05316.png,The smoke,0
104,/kaggle/input/facebook-hateful-meme-dataset/data/img/81320.png,When she likes her hair pulled,0
105,/kaggle/input/facebook-hateful-meme-dataset/data/img/48269.png,It's the kumquats,0
106,/kaggle/input/facebook-hateful-meme-dataset/data/img/87923.png,There's a 50% chance this phone is stolen,0
107,/kaggle/input/facebook-hateful-meme-dataset/data/img/24907.png,Trash,0
108,/kaggle/input/facebook-hateful-meme-dataset/data/img/34028.png,"Two girls sitting on a cart east london, 1910",0
109,/kaggle/input/facebook-hateful-meme-dataset/data/img/78650.png,"A man in a suit, a microphone, and a woman in a skirt",0
110,/kaggle/input/facebook-hateful-meme-dataset/data/img/45732.png,A small dick and a jewish girl,0
111,/kaggle/input/facebook-hateful-meme-dataset/data/img/59601.png,Fifty shades of goat,0
112,/kaggle/input/facebook-hateful-meme-dataset/data/img/06714.png,Obama,0
113,/kaggle/input/facebook-hateful-meme-dataset/data/img/30841.png,"A child, a teddy bear, a fence, and a sign",0
114,/kaggle/input/facebook-hateful-meme-dataset/data/img/74801.png,"A glass of wine, a woman, and a gay man",0
115,/kaggle/input/facebook-hateful-meme-dataset/data/img/60214.png,Transgenders waiting for the signal light to turn so they can start transitioning,0
116,/kaggle/input/facebook-hateful-meme-dataset/data/img/21804.png,"A woman, a man, a dog, a cat, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat",0
117,/kaggle/input/facebook-hateful-meme-dataset/data/img/07659.png,latinos will do anything to get into trump's america,0
118,/kaggle/input/facebook-hateful-meme-dataset/data/img/54708.png,The boozie kicks in and you start putting out the vibes,0
119,/kaggle/input/facebook-hateful-meme-dataset/data/img/39625.png,The Twin Towers,0
120,/kaggle/input/facebook-hateful-meme-dataset/data/img/19372.png,Muslims,0
121,/kaggle/input/facebook-hateful-meme-dataset/data/img/69823.png,Baked beans,0
122,/kaggle/input/facebook-hateful-meme-dataset/data/img/05264.png,"Trust me, the muslims won't rape you now",0
123,/kaggle/input/facebook-hateful-meme-dataset/data/img/98064.png,Life hack your dishwasher can wash your clothes,0
124,/kaggle/input/facebook-hateful-meme-dataset/data/img/60718.png,"A knife, a spoon, and a pan",0
125,/kaggle/input/facebook-hateful-meme-dataset/data/img/63042.png,A dog wearing glasses,0
126,/kaggle/input/facebook-hateful-meme-dataset/data/img/95087.png,small packages,0
127,/kaggle/input/facebook-hateful-meme-dataset/data/img/71826.png,"A blackboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalk",0
128,/kaggle/input/facebook-hateful-meme-dataset/data/img/98307.png,How to pick chicks in auschwitz,0
129,/kaggle/input/facebook-hateful-meme-dataset/data/img/16458.png,"The president, the vice president, the speaker of the house, and the speaker of the senate",0
130,/kaggle/input/facebook-hateful-meme-dataset/data/img/26418.png,"A woman in a graduation cap and gown, a woman in a graduation gown, and a woman in a graduation cap and gown",0
131,/kaggle/input/facebook-hateful-meme-dataset/data/img/61298.png,"A girl with green hair, a girl with blue hair, a girl with pink hair, a girl with purple hair, a girl with green hair, a girl with blue hair, a girl with pink hair, a girl with purple hair, a girl with green hair, a girl with blue hair, a girl with pink hair, a girl with purple hair, a girl with green hair, a girl with blue hair, a girl",0
132,/kaggle/input/facebook-hateful-meme-dataset/data/img/37548.png,Down bitches can call,0
133,/kaggle/input/facebook-hateful-meme-dataset/data/img/48021.png,Queen Elizabeth II,0
134,/kaggle/input/facebook-hateful-meme-dataset/data/img/32410.png,The Holes,0
135,/kaggle/input/facebook-hateful-meme-dataset/data/img/27180.png,Yoda,0
136,/kaggle/input/facebook-hateful-meme-dataset/data/img/48570.png,Bin Laden and this is jackass,0
137,/kaggle/input/facebook-hateful-meme-dataset/data/img/80769.png,"A man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man",0
138,/kaggle/input/facebook-hateful-meme-dataset/data/img/32750.png,Willam Shatner,0
139,/kaggle/input/facebook-hateful-meme-dataset/data/img/82195.png,You fucking liar that blowjob did nothing for my sore throat,0
140,/kaggle/input/facebook-hateful-meme-dataset/data/img/28574.png,Poop on the sidewalk,0
141,/kaggle/input/facebook-hateful-meme-dataset/data/img/01794.png,i beat children,0
142,/kaggle/input/facebook-hateful-meme-dataset/data/img/43052.png,"A cat, a bowl, and a cookie",0
143,/kaggle/input/facebook-hateful-meme-dataset/data/img/61205.png,A gorilla and a man,0
144,/kaggle/input/facebook-hateful-meme-dataset/data/img/65019.png,A man and woman in a bedroom,0
145,/kaggle/input/facebook-hateful-meme-dataset/data/img/35970.png,Cancer,0
146,/kaggle/input/facebook-hateful-meme-dataset/data/img/59230.png,A woman in a bathtub,0
147,/kaggle/input/facebook-hateful-meme-dataset/data/img/07354.png,The islamic call to prayer,0
148,/kaggle/input/facebook-hateful-meme-dataset/data/img/40852.png,Shoot them,0
149,/kaggle/input/facebook-hateful-meme-dataset/data/img/46238.png,One does not simply believe it is not butter,0
150,/kaggle/input/facebook-hateful-meme-dataset/data/img/51304.png,"God loves all his children, all of them",0
151,/kaggle/input/facebook-hateful-meme-dataset/data/img/49856.png,Black people anything that doesn't belong to them,0
152,/kaggle/input/facebook-hateful-meme-dataset/data/img/75139.png,A Jewish mother and her daughter,0
153,/kaggle/input/facebook-hateful-meme-dataset/data/img/56792.png,"A man with a beard, a blue shirt, and a blue background",0
154,/kaggle/input/facebook-hateful-meme-dataset/data/img/50861.png,Oprah Winfrey and her friend,0
155,/kaggle/input/facebook-hateful-meme-dataset/data/img/12356.png,McDonald's,0
156,/kaggle/input/facebook-hateful-meme-dataset/data/img/81293.png,a black man invention,0
157,/kaggle/input/facebook-hateful-meme-dataset/data/img/70512.png,"A bulldozer, a dump truck, and a construction worker",0
158,/kaggle/input/facebook-hateful-meme-dataset/data/img/93481.png,Jack's links presents,0
159,/kaggle/input/facebook-hateful-meme-dataset/data/img/64329.png,"Chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains,",0
160,/kaggle/input/facebook-hateful-meme-dataset/data/img/05421.png,"A car, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck, a truck",0
161,/kaggle/input/facebook-hateful-meme-dataset/data/img/59376.png,"A headdress, a turban, and a woman in a headscarf",0
162,/kaggle/input/facebook-hateful-meme-dataset/data/img/14037.png,Radical Muslims are snakes Moderate Muslims are the grass they hide in,0
163,/kaggle/input/facebook-hateful-meme-dataset/data/img/86039.png,The Air Force,0
164,/kaggle/input/facebook-hateful-meme-dataset/data/img/01742.png,"A man in a tie, a man in a suit, a man in a tie, a man in a suit, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man in a tie, a man",0
165,/kaggle/input/facebook-hateful-meme-dataset/data/img/70153.png,Illegal aliens,0
166,/kaggle/input/facebook-hateful-meme-dataset/data/img/58607.png,Happy Muslim Family,0
167,/kaggle/input/facebook-hateful-meme-dataset/data/img/15278.png,"A woman with glasses, a man with a tie, a woman with a jacket, a woman with a purse, a woman with a purse, a woman with a jacket, a woman with a purse, a woman with a jacket, a woman with a purse, a woman with a jacket, a woman with a purse, a woman with a jacket, a woman with a purse, a woman with a purse, a woman with",0
168,/kaggle/input/facebook-hateful-meme-dataset/data/img/10493.png,Stevie Wonder is wonderfull,0
169,/kaggle/input/facebook-hateful-meme-dataset/data/img/49635.png,Just trying to jacuzzi do my part,0
170,/kaggle/input/facebook-hateful-meme-dataset/data/img/80453.png,Anal,0
171,/kaggle/input/facebook-hateful-meme-dataset/data/img/12876.png,Aye,0
172,/kaggle/input/facebook-hateful-meme-dataset/data/img/21548.png,Public lynchings took place in the United States less than a century ago,0
173,/kaggle/input/facebook-hateful-meme-dataset/data/img/46971.png,bravery at its finest,0
174,/kaggle/input/facebook-hateful-meme-dataset/data/img/39675.png,A shooting range,0
175,/kaggle/input/facebook-hateful-meme-dataset/data/img/25179.png,A bowl of candy,0
176,/kaggle/input/facebook-hateful-meme-dataset/data/img/10759.png,A woman laughing,0
177,/kaggle/input/facebook-hateful-meme-dataset/data/img/09267.png,"The temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers, you can't claim the temple motherfuckers,",0
178,/kaggle/input/facebook-hateful-meme-dataset/data/img/95487.png,Vegetables,0
179,/kaggle/input/facebook-hateful-meme-dataset/data/img/53469.png,Jews did 9/11 truth is antisemitic,0
180,/kaggle/input/facebook-hateful-meme-dataset/data/img/15872.png,"A woman, a man, a dog, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat, a cat",0
181,/kaggle/input/facebook-hateful-meme-dataset/data/img/63520.png,Kanye West,0
182,/kaggle/input/facebook-hateful-meme-dataset/data/img/16053.png,All these flavors and you choose to be salty,0
183,/kaggle/input/facebook-hateful-meme-dataset/data/img/21450.png,"A pill bottle, a glass of water, and a sleeping person",0
184,/kaggle/input/facebook-hateful-meme-dataset/data/img/81523.png,Cake,0
185,/kaggle/input/facebook-hateful-meme-dataset/data/img/06832.png,Government skills have him,0
186,/kaggle/input/facebook-hateful-meme-dataset/data/img/09187.png,Stevie Wonder,0
187,/kaggle/input/facebook-hateful-meme-dataset/data/img/06579.png,"A baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby, a baby",0
188,/kaggle/input/facebook-hateful-meme-dataset/data/img/89275.png,Nesfarrar's can't cum,0
189,/kaggle/input/facebook-hateful-meme-dataset/data/img/21609.png,a holocaust survivor,0
190,/kaggle/input/facebook-hateful-meme-dataset/data/img/05874.png,"A knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife, a knife",0
191,/kaggle/input/facebook-hateful-meme-dataset/data/img/42168.png,"A goat, a girl, and a mountain",0
192,/kaggle/input/facebook-hateful-meme-dataset/data/img/23407.png,Your mom's slap,0
193,/kaggle/input/facebook-hateful-meme-dataset/data/img/28561.png,"The truth, you're the greatest queen of them all",0
194,/kaggle/input/facebook-hateful-meme-dataset/data/img/01793.png,Watering my muslims,0
195,/kaggle/input/facebook-hateful-meme-dataset/data/img/12490.png,The man in the picture is smiling and wearing a traditional dress,0
196,/kaggle/input/facebook-hateful-meme-dataset/data/img/38546.png,Jew mad,0
197,/kaggle/input/facebook-hateful-meme-dataset/data/img/31742.png,When you and your partner see an unarmored black youth,0
198,/kaggle/input/facebook-hateful-meme-dataset/data/img/46231.png,Suicide Squad,0
199,/kaggle/input/facebook-hateful-meme-dataset/data/img/05261.png,Deport all Mexicans except the ones who live in the park and the ones who are in the White House,0
200,/kaggle/input/facebook-hateful-meme-dataset/data/img/50427.png,A man holding a knife,0
201,/kaggle/input/facebook-hateful-meme-dataset/data/img/20386.png,America in reality don't let the media divide us,0
202,/kaggle/input/facebook-hateful-meme-dataset/data/img/42568.png,A man in a kitchen,0
203,/kaggle/input/facebook-hateful-meme-dataset/data/img/25017.png,"A woman, a dog, and a truck",0
204,/kaggle/input/facebook-hateful-meme-dataset/data/img/57064.png,"A man and a woman sitting on a couch, talking to each other",0
205,/kaggle/input/facebook-hateful-meme-dataset/data/img/75081.png,Ginger,0
206,/kaggle/input/facebook-hateful-meme-dataset/data/img/64312.png,A father and daughter,0
207,/kaggle/input/facebook-hateful-meme-dataset/data/img/21640.png,A woman and a man,0
208,/kaggle/input/facebook-hateful-meme-dataset/data/img/21903.png,"Trump, the rainbow flag, and a rainbow flag",0
209,/kaggle/input/facebook-hateful-meme-dataset/data/img/12468.png,Islam is the religion of peace,0
210,/kaggle/input/facebook-hateful-meme-dataset/data/img/40321.png,A man pointing at a fagot,0
211,/kaggle/input/facebook-hateful-meme-dataset/data/img/96087.png,Stevie Wonder,0
212,/kaggle/input/facebook-hateful-meme-dataset/data/img/02594.png,"A goat, a phone, and a text message",0
213,/kaggle/input/facebook-hateful-meme-dataset/data/img/78190.png,"It's not high treason, it's alternative loyalty",0
214,/kaggle/input/facebook-hateful-meme-dataset/data/img/32849.png,Valium in islamic countries,0
215,/kaggle/input/facebook-hateful-meme-dataset/data/img/35186.png,a woman wearing a hijab,0
216,/kaggle/input/facebook-hateful-meme-dataset/data/img/94508.png,"A man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man",0
217,/kaggle/input/facebook-hateful-meme-dataset/data/img/20851.png,"Pancakes, sausage, syrup, butter, and syrup",0
218,/kaggle/input/facebook-hateful-meme-dataset/data/img/94138.png,Two men,0
219,/kaggle/input/facebook-hateful-meme-dataset/data/img/17209.png,Stop saying my religion is violent or I will kill you in the name of my religion,0
220,/kaggle/input/facebook-hateful-meme-dataset/data/img/61834.png,Trump can't swing it,0
221,/kaggle/input/facebook-hateful-meme-dataset/data/img/23759.png,This nigga behind me ain't in compliance,0
222,/kaggle/input/facebook-hateful-meme-dataset/data/img/34581.png,"The teacher, who makes any switches inside the lab, is mohammed",0
223,/kaggle/input/facebook-hateful-meme-dataset/data/img/02185.png,A woman in tight leggings,0
224,/kaggle/input/facebook-hateful-meme-dataset/data/img/96342.png,"A man, a woman, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun, a knife, a gun",0
225,/kaggle/input/facebook-hateful-meme-dataset/data/img/65217.png,An expensive gas bill? I did nazi that coming,0
226,/kaggle/input/facebook-hateful-meme-dataset/data/img/10972.png,A girl,0
227,/kaggle/input/facebook-hateful-meme-dataset/data/img/36185.png,"A man holding a sign that says ""I told my gay friend that he could turn fruits and vegetables into vegetables and he could move them to the balcony so he pushed him off the balcony""",0
228,/kaggle/input/facebook-hateful-meme-dataset/data/img/72130.png,The truth,0
229,/kaggle/input/facebook-hateful-meme-dataset/data/img/25436.png,Fresh out of jail and still not giving a fuck,0
230,/kaggle/input/facebook-hateful-meme-dataset/data/img/89320.png,"A woman with her arms raised up in the air, looking at the sunset",0
231,/kaggle/input/facebook-hateful-meme-dataset/data/img/10829.png,Snakes.,0
232,/kaggle/input/facebook-hateful-meme-dataset/data/img/60173.png,Graduation caps and gowns,0
233,/kaggle/input/facebook-hateful-meme-dataset/data/img/04187.png,Muslims celebrating new year,0
234,/kaggle/input/facebook-hateful-meme-dataset/data/img/19406.png,A muslim in congress wants to get rid of homeland security,0
235,/kaggle/input/facebook-hateful-meme-dataset/data/img/75193.png,Muhammed get the roof,0
