,Unnamed: 0,filename,caption_generated,Pass(0)/Fail(1),Objects_Present
30,30,/kaggle/input/facebook-hateful-meme-dataset/data/img/13570.png,"The US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US flag, the US",0,"['US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US', 'flag', 'US']"
31,31,/kaggle/input/facebook-hateful-meme-dataset/data/img/42851.png,My depression,0,['depression']
32,32,/kaggle/input/facebook-hateful-meme-dataset/data/img/27410.png,party tonight,0,"['party', 'tonight']"
33,33,/kaggle/input/facebook-hateful-meme-dataset/data/img/75023.png,"A man, a truck, a gun, and a black tv",0,"['man', 'truck', 'gun', 'tv']"
34,34,/kaggle/input/facebook-hateful-meme-dataset/data/img/86059.png,Cannabis,0,['cannabi']
35,35,/kaggle/input/facebook-hateful-meme-dataset/data/img/29475.png,10 times more than you,0,['time']
36,36,/kaggle/input/facebook-hateful-meme-dataset/data/img/70231.png,The kufi best,0,['kufi']
37,37,/kaggle/input/facebook-hateful-meme-dataset/data/img/46075.png,"A sandwich, a hammer, and a building",0,"['sandwich', 'hammer', 'building']"
38,38,/kaggle/input/facebook-hateful-meme-dataset/data/img/53962.png,Americans,0,['american']
39,39,/kaggle/input/facebook-hateful-meme-dataset/data/img/78054.png,Everything is going wrong but you're positive,0,['everything']
40,40,/kaggle/input/facebook-hateful-meme-dataset/data/img/93016.png,Drinking wine is bad drinking camel piss is good,0,"['wine', 'drinking', 'camel', 'piss']"
41,41,/kaggle/input/facebook-hateful-meme-dataset/data/img/68254.png,A woman and a man,0,"['woman', 'man']"
42,42,/kaggle/input/facebook-hateful-meme-dataset/data/img/71380.png,The ocean.,0,['ocean']
43,43,/kaggle/input/facebook-hateful-meme-dataset/data/img/71954.png,"A man in a white shirt, a man in a red shirt, a man in a black shirt, a man in a white shirt, a man in a red shirt, a man in a black shirt, a man in a white shirt, a man in a red shirt, a man in a black shirt, a man in a white shirt, a man in a red shirt, a man in a black shirt, a man",0,"['man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man', 'shirt', 'man']"
44,44,/kaggle/input/facebook-hateful-meme-dataset/data/img/94078.png,Donald Trump,0,"['Donald', 'Trump']"
45,45,/kaggle/input/facebook-hateful-meme-dataset/data/img/24751.png,I love pudding,0,['pudding']
46,46,/kaggle/input/facebook-hateful-meme-dataset/data/img/46271.png,"A dog, a laptop, a pillow, a blanket, a pillow, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket, a blanket",0,"['dog', 'laptop', 'pillow', 'blanket', 'pillow', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket', 'blanket']"
47,47,/kaggle/input/facebook-hateful-meme-dataset/data/img/12956.png,Neighbors,0,['neighbor']
48,48,/kaggle/input/facebook-hateful-meme-dataset/data/img/45182.png,Hand-Jerk,0,"['Hand', 'Jerk']"
49,49,/kaggle/input/facebook-hateful-meme-dataset/data/img/26910.png,Books,0,['book']
50,50,/kaggle/input/facebook-hateful-meme-dataset/data/img/06852.png,Netanyahu plays the victim,0,"['Netanyahu', 'victim']"
51,51,/kaggle/input/facebook-hateful-meme-dataset/data/img/68137.png,The objects present in this image are the objects that are present in this image,0,"['object', 'image', 'object', 'image']"
52,52,/kaggle/input/facebook-hateful-meme-dataset/data/img/87936.png,"A sandwich, a heart, and bacon.",0,"['sandwich', 'heart', 'bacon']"
53,53,/kaggle/input/facebook-hateful-meme-dataset/data/img/47208.png,"A man on a skateboard, a man on a scooter, a man on a motorcycle, a man on a scooter, a man on a skateboard, a man on a scooter, a man on a motorcycle, a man on a scooter, a man on a skateboard, a man on a scooter, a man on a scooter, a man on a motorcycle, a man on a sc",0,"['man', 'skateboard', 'man', 'scooter', 'man', 'motorcycle', 'man', 'scooter', 'man', 'skateboard', 'man', 'scooter', 'man', 'motorcycle', 'man', 'scooter', 'man', 'skateboard', 'man', 'scooter', 'man', 'scooter', 'man', 'motorcycle', 'man', 'sc']"
54,54,/kaggle/input/facebook-hateful-meme-dataset/data/img/78296.png,Whole world - earth is round,0,"['world', 'earth']"
55,55,/kaggle/input/facebook-hateful-meme-dataset/data/img/07968.png,A father in front of the whole class,0,"['father', 'front', 'class']"
56,56,/kaggle/input/facebook-hateful-meme-dataset/data/img/45687.png,Armed patrols on the streets,0,"['patrol', 'street']"
57,57,/kaggle/input/facebook-hateful-meme-dataset/data/img/65892.png,"A cat, a mountain, and a sunset",0,"['cat', 'mountain', 'sunset']"
58,58,/kaggle/input/facebook-hateful-meme-dataset/data/img/68549.png,"When she says ""avocado"" you don't stop because what she says is what she means",0,['avocado']
59,59,/kaggle/input/facebook-hateful-meme-dataset/data/img/52603.png,"A car, a man, and a woman",0,"['car', 'man', 'woman']"
60,60,/kaggle/input/facebook-hateful-meme-dataset/data/img/86725.png,Concentration camps,0,"['concentration', 'camp']"
61,61,/kaggle/input/facebook-hateful-meme-dataset/data/img/87406.png,Democracy,0,['democracy']
62,62,/kaggle/input/facebook-hateful-meme-dataset/data/img/63547.png,"A woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman in a park, a man in a park, a woman",0,"['woman', 'park', 'man', 'park', 'woman', 'park', 'man', 'park', 'woman', 'park', 'man', 'park', 'woman', 'park', 'man', 'park', 'woman', 'park', 'man', 'park', 'woman', 'park', 'man', 'park', 'woman', 'park', 'man', 'park', 'woman']"
63,63,/kaggle/input/facebook-hateful-meme-dataset/data/img/70189.png,This isn't even my final form,0,['form']
64,64,/kaggle/input/facebook-hateful-meme-dataset/data/img/05649.png,The president of the United States,0,"['president', 'United', 'States']"
65,65,/kaggle/input/facebook-hateful-meme-dataset/data/img/29714.png,"A black man, a police officer, and a gun",0,"['man', 'police', 'officer', 'gun']"
66,66,/kaggle/input/facebook-hateful-meme-dataset/data/img/13907.png,New fishing school,0,"['fishing', 'school']"
67,67,/kaggle/input/facebook-hateful-meme-dataset/data/img/23907.png,You're telling me can't pick my bedtime but can pick my gender?,0,"['bedtime', 'gender']"
68,68,/kaggle/input/facebook-hateful-meme-dataset/data/img/03495.png,"A man in a suit, a woman in a dress, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man in a suit, a man",0,"['man', 'suit', 'woman', 'dress', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man', 'suit', 'man']"
69,69,/kaggle/input/facebook-hateful-meme-dataset/data/img/41983.png,Goats,0,['goat']
70,70,/kaggle/input/facebook-hateful-meme-dataset/data/img/80172.png,A cat,0,['cat']
71,71,/kaggle/input/facebook-hateful-meme-dataset/data/img/91856.png,"A goat, a goat, and a goat",0,"['goat', 'goat', 'goat']"
72,72,/kaggle/input/facebook-hateful-meme-dataset/data/img/01569.png,A woman and a child,0,"['woman', 'child']"
73,73,/kaggle/input/facebook-hateful-meme-dataset/data/img/39421.png,A potato,0,['potato']
74,74,/kaggle/input/facebook-hateful-meme-dataset/data/img/34796.png,San Francisco bans plastic straws and will still provide plastic,0,"['San', 'Francisco', 'plastic', 'straw', 'plastic']"
75,75,/kaggle/input/facebook-hateful-meme-dataset/data/img/48039.png,"Hello everyone, this is me and welcome to jackass umbra edition",0,"['everyone', 'jackass', 'umbra', 'edition']"
76,76,/kaggle/input/facebook-hateful-meme-dataset/data/img/92541.png,A dog,0,['dog']
77,77,/kaggle/input/facebook-hateful-meme-dataset/data/img/26537.png,A woman running in the woods,0,"['woman', 'wood']"
78,78,/kaggle/input/facebook-hateful-meme-dataset/data/img/98603.png,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person,",0,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']"
79,79,/kaggle/input/facebook-hateful-meme-dataset/data/img/84097.png,When each letter is a mental disorder,0,"['letter', 'disorder']"
80,80,/kaggle/input/facebook-hateful-meme-dataset/data/img/98035.png,slow cooker,0,['cooker']
81,81,/kaggle/input/facebook-hateful-meme-dataset/data/img/53924.png,potatoes,0,['potato']
82,82,/kaggle/input/facebook-hateful-meme-dataset/data/img/96284.png,a bunch of muslims,0,"['bunch', 'muslim']"
83,83,/kaggle/input/facebook-hateful-meme-dataset/data/img/48310.png,"A cat, a turkey, and a turkey.",0,"['cat', 'turkey', 'turkey']"
84,84,/kaggle/input/facebook-hateful-meme-dataset/data/img/13964.png,Dragon Ball Z,0,"['Dragon', 'Ball', 'Z']"
85,85,/kaggle/input/facebook-hateful-meme-dataset/data/img/72084.png,Black Lives Matter,0,['life']
86,86,/kaggle/input/facebook-hateful-meme-dataset/data/img/90654.png,"A hijab, a hijab, and a hijab",0,"['hijab', 'hijab', 'hijab']"
87,87,/kaggle/input/facebook-hateful-meme-dataset/data/img/40618.png,The man is wearing a traditional arabian,0,"['man', 'arabian']"
88,88,/kaggle/input/facebook-hateful-meme-dataset/data/img/68374.png,"A fat man with a big belly, a fat woman with a big belly, and a fat boy with a big belly",0,"['man', 'belly', 'woman', 'belly', 'boy', 'belly']"
89,89,/kaggle/input/facebook-hateful-meme-dataset/data/img/01829.png,"The dishwasher is so soft, it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so soft it's so",0,['dishwasher']
90,90,/kaggle/input/facebook-hateful-meme-dataset/data/img/54028.png,A man in a gold and blue dress,0,"['man', 'gold', 'dress']"
91,91,/kaggle/input/facebook-hateful-meme-dataset/data/img/27563.png,Racism,0,['racism']
92,92,/kaggle/input/facebook-hateful-meme-dataset/data/img/92837.png,Bullets,0,['bullet']
93,93,/kaggle/input/facebook-hateful-meme-dataset/data/img/29635.png,Close friends for life,0,"['friend', 'life']"
94,94,/kaggle/input/facebook-hateful-meme-dataset/data/img/25037.png,I am 73 years old who is going to ask how do I do it?,0,['year']
95,95,/kaggle/input/facebook-hateful-meme-dataset/data/img/34592.png,Trusting people has made me the asshole i am today,0,"['people', 'asshole', 'today']"
96,96,/kaggle/input/facebook-hateful-meme-dataset/data/img/90413.png,The Holy Eucharist,0,"['Holy', 'Eucharist']"
97,97,/kaggle/input/facebook-hateful-meme-dataset/data/img/03289.png,"Fuck banks, fuck indians too",0,"['fuck', 'bank', 'fuck', 'indians']"
98,98,/kaggle/input/facebook-hateful-meme-dataset/data/img/23140.png,"A man with long hair, a black jacket, and a woman with long hair",0,"['man', 'hair', 'jacket', 'woman', 'hair']"
99,99,/kaggle/input/facebook-hateful-meme-dataset/data/img/13679.png,Goat,0,['Goat']
100,100,/kaggle/input/facebook-hateful-meme-dataset/data/img/09821.png,The picture after saying i drank challenge me to your friends,0,"['picture', 'friend']"
101,101,/kaggle/input/facebook-hateful-meme-dataset/data/img/89072.png,A black man kills a white cop,0,"['man', 'cop']"
102,102,/kaggle/input/facebook-hateful-meme-dataset/data/img/49271.png,"A woman lying in a grave, a man in a wheelchair, and a man in a wheelchair with a gun",0,"['woman', 'grave', 'man', 'wheelchair', 'man', 'wheelchair', 'gun']"
103,103,/kaggle/input/facebook-hateful-meme-dataset/data/img/05316.png,The smoke,0,['smoke']
104,104,/kaggle/input/facebook-hateful-meme-dataset/data/img/81320.png,When she likes her hair pulled,0,['hair']
105,105,/kaggle/input/facebook-hateful-meme-dataset/data/img/48269.png,It's the kumquats,0,['kumquat']
106,106,/kaggle/input/facebook-hateful-meme-dataset/data/img/87923.png,There's a 50% chance this phone is stolen,0,"['%', 'chance', 'phone']"
107,107,/kaggle/input/facebook-hateful-meme-dataset/data/img/24907.png,Trash,0,['trash']
108,108,/kaggle/input/facebook-hateful-meme-dataset/data/img/34028.png,"Two girls sitting on a cart east london, 1910",0,"['girl', 'cart', 'east', 'london']"
109,109,/kaggle/input/facebook-hateful-meme-dataset/data/img/78650.png,"A man in a suit, a microphone, and a woman in a skirt",0,"['man', 'suit', 'microphone', 'woman', 'skirt']"
110,110,/kaggle/input/facebook-hateful-meme-dataset/data/img/45732.png,A small dick and a jewish girl,0,"['dick', 'girl']"
111,111,/kaggle/input/facebook-hateful-meme-dataset/data/img/59601.png,Fifty shades of goat,0,"['shade', 'goat']"
112,112,/kaggle/input/facebook-hateful-meme-dataset/data/img/06714.png,Obama,0,['Obama']
113,113,/kaggle/input/facebook-hateful-meme-dataset/data/img/30841.png,"A child, a teddy bear, a fence, and a sign",0,"['child', 'teddy', 'bear', 'fence', 'sign']"
114,114,/kaggle/input/facebook-hateful-meme-dataset/data/img/74801.png,"A glass of wine, a woman, and a gay man",0,"['glass', 'wine', 'woman', 'man']"
115,115,/kaggle/input/facebook-hateful-meme-dataset/data/img/60214.png,Transgenders waiting for the signal light to turn so they can start transitioning,0,"['transgender', 'light']"
116,116,/kaggle/input/facebook-hateful-meme-dataset/data/img/21804.png,"A woman, a man, a dog, a cat, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat, a dog, a cat",0,"['woman', 'man', 'dog', 'cat', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat', 'dog', 'cat']"
117,117,/kaggle/input/facebook-hateful-meme-dataset/data/img/07659.png,latinos will do anything to get into trump's america,0,"['latinos', 'anything', 'trump', 'america']"
118,118,/kaggle/input/facebook-hateful-meme-dataset/data/img/54708.png,The boozie kicks in and you start putting out the vibes,0,"['kick', 'vibe']"
119,119,/kaggle/input/facebook-hateful-meme-dataset/data/img/39625.png,The Twin Towers,0,"['Twin', 'tower']"
120,120,/kaggle/input/facebook-hateful-meme-dataset/data/img/19372.png,Muslims,0,['muslim']
121,121,/kaggle/input/facebook-hateful-meme-dataset/data/img/69823.png,Baked beans,0,['bean']
122,122,/kaggle/input/facebook-hateful-meme-dataset/data/img/05264.png,"Trust me, the muslims won't rape you now",0,['muslim']
123,123,/kaggle/input/facebook-hateful-meme-dataset/data/img/98064.png,Life hack your dishwasher can wash your clothes,0,"['life', 'dishwasher', 'clothe']"
124,124,/kaggle/input/facebook-hateful-meme-dataset/data/img/60718.png,"A knife, a spoon, and a pan",0,"['knife', 'spoon', 'pan']"
125,125,/kaggle/input/facebook-hateful-meme-dataset/data/img/63042.png,A dog wearing glasses,0,"['dog', 'glass']"
126,126,/kaggle/input/facebook-hateful-meme-dataset/data/img/95087.png,small packages,0,['package']
127,127,/kaggle/input/facebook-hateful-meme-dataset/data/img/71826.png,"A blackboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalkboard, a chalk",0,"['blackboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalkboard', 'chalk']"
128,128,/kaggle/input/facebook-hateful-meme-dataset/data/img/98307.png,How to pick chicks in auschwitz,0,"['chick', 'auschwitz']"
129,129,/kaggle/input/facebook-hateful-meme-dataset/data/img/16458.png,"The president, the vice president, the speaker of the house, and the speaker of the senate",0,"['president', 'vice', 'president', 'speaker', 'house', 'speaker', 'senate']"
130,130,/kaggle/input/facebook-hateful-meme-dataset/data/img/26418.png,"A woman in a graduation cap and gown, a woman in a graduation gown, and a woman in a graduation cap and gown",0,"['woman', 'graduation', 'cap', 'gown', 'woman', 'graduation', 'gown', 'woman', 'graduation', 'cap']"
131,131,/kaggle/input/facebook-hateful-meme-dataset/data/img/61298.png,"A girl with green hair, a girl with blue hair, a girl with pink hair, a girl with purple hair, a girl with green hair, a girl with blue hair, a girl with pink hair, a girl with purple hair, a girl with green hair, a girl with blue hair, a girl with pink hair, a girl with purple hair, a girl with green hair, a girl with blue hair, a girl",0,"['girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl', 'hair', 'girl']"
132,132,/kaggle/input/facebook-hateful-meme-dataset/data/img/37548.png,Down bitches can call,0,['bitch']
133,133,/kaggle/input/facebook-hateful-meme-dataset/data/img/48021.png,Queen Elizabeth II,0,"['Queen', 'Elizabeth', 'II']"
134,134,/kaggle/input/facebook-hateful-meme-dataset/data/img/32410.png,The Holes,0,['Holes']
135,135,/kaggle/input/facebook-hateful-meme-dataset/data/img/27180.png,Yoda,0,['Yoda']
136,136,/kaggle/input/facebook-hateful-meme-dataset/data/img/48570.png,Bin Laden and this is jackass,0,"['Bin', 'Laden', 'jackass']"
137,137,/kaggle/input/facebook-hateful-meme-dataset/data/img/80769.png,"A man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man in a kitchen, a man",0,"['man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man', 'kitchen', 'man']"
138,138,/kaggle/input/facebook-hateful-meme-dataset/data/img/32750.png,Willam Shatner,0,"['Willam', 'Shatner']"
139,139,/kaggle/input/facebook-hateful-meme-dataset/data/img/82195.png,You fucking liar that blowjob did nothing for my sore throat,0,"['liar', 'blowjob', 'nothing', 'throat']"
140,140,/kaggle/input/facebook-hateful-meme-dataset/data/img/28574.png,Poop on the sidewalk,0,"['poop', 'sidewalk']"
141,141,/kaggle/input/facebook-hateful-meme-dataset/data/img/01794.png,i beat children,0,['child']
142,142,/kaggle/input/facebook-hateful-meme-dataset/data/img/43052.png,"A cat, a bowl, and a cookie",0,"['cat', 'bowl', 'cookie']"
143,143,/kaggle/input/facebook-hateful-meme-dataset/data/img/61205.png,A gorilla and a man,0,"['gorilla', 'man']"
144,144,/kaggle/input/facebook-hateful-meme-dataset/data/img/65019.png,A man and woman in a bedroom,0,"['man', 'woman', 'bedroom']"
145,145,/kaggle/input/facebook-hateful-meme-dataset/data/img/35970.png,Cancer,0,['cancer']
146,146,/kaggle/input/facebook-hateful-meme-dataset/data/img/59230.png,A woman in a bathtub,0,"['woman', 'bathtub']"
147,147,/kaggle/input/facebook-hateful-meme-dataset/data/img/07354.png,The islamic call to prayer,0,"['call', 'prayer']"
148,148,/kaggle/input/facebook-hateful-meme-dataset/data/img/40852.png,Shoot them,0,[]
149,149,/kaggle/input/facebook-hateful-meme-dataset/data/img/46238.png,One does not simply believe it is not butter,0,['butter']
150,150,/kaggle/input/facebook-hateful-meme-dataset/data/img/51304.png,"God loves all his children, all of them",0,"['God', 'child']"
151,151,/kaggle/input/facebook-hateful-meme-dataset/data/img/49856.png,Black people anything that doesn't belong to them,0,"['people', 'anything']"
152,152,/kaggle/input/facebook-hateful-meme-dataset/data/img/75139.png,A Jewish mother and her daughter,0,"['mother', 'daughter']"
153,153,/kaggle/input/facebook-hateful-meme-dataset/data/img/56792.png,"A man with a beard, a blue shirt, and a blue background",0,"['man', 'beard', 'shirt', 'background']"
154,154,/kaggle/input/facebook-hateful-meme-dataset/data/img/50861.png,Oprah Winfrey and her friend,0,"['Oprah', 'Winfrey', 'friend']"
155,155,/kaggle/input/facebook-hateful-meme-dataset/data/img/12356.png,McDonald's,0,['McDonald']
156,156,/kaggle/input/facebook-hateful-meme-dataset/data/img/81293.png,a black man invention,0,"['man', 'invention']"
157,157,/kaggle/input/facebook-hateful-meme-dataset/data/img/70512.png,"A bulldozer, a dump truck, and a construction worker",0,"['bulldozer', 'dump', 'truck', 'construction', 'worker']"
158,158,/kaggle/input/facebook-hateful-meme-dataset/data/img/93481.png,Jack's links presents,0,"['Jack', 'link']"
159,159,/kaggle/input/facebook-hateful-meme-dataset/data/img/64329.png,"Chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains, chains,",0,"['chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain', 'chain']"
