,Unnamed: 0,filename,caption_generated,Pass(0)/Fail(1),Objects_Present
63,63,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_21604.png,A cat,0,['cat']
64,64,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_94138.png,two men in traditional clothing,0,"['man', 'clothing']"
65,65,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_71480.png,Three mice wearing sunglasses,0,"['mouse', 'sunglass']"
66,66,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_91436.png,"a glass of water, a pill, and a glass of water",0,"['glass', 'water', 'pill', 'glass', 'water']"
67,67,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_81094.png,"a hanging frame, a rope, and a tree",0,"['frame', 'rope', 'tree']"
68,68,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_61743.png,A dog,0,['dog']
69,69,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_38609.png,"a candle, a hanukkah menorah, and a menorah candle",0,"['candle', 'menorah', 'menorah', 'candle']"
70,70,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_91862.png,a man in a car,0,"['man', 'car']"
71,71,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_53140.png,George W bush and the twin towers,0,"['George', 'W', 'bush', 'tower']"
72,72,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_98720.png,"a man in a turban, a woman in a shawl, a man in a robe, a woman in a shawl, a man in a robe, a woman in a shawl, a man in a robe, a woman in a shawl, a man in a robe, a woman in a shawl, a man in a robe, a woman in a shawl,",0,"['man', 'turban', 'woman', 'shawl', 'man', 'robe', 'woman', 'shawl', 'man', 'robe', 'woman', 'shawl', 'man', 'robe', 'woman', 'shawl', 'man', 'robe', 'woman', 'shawl', 'man', 'robe', 'woman', 'shawl']"
73,73,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_47326.png,"The flag, the soldier, and the soldier saluting",0,"['flag', 'soldier', 'soldier']"
74,74,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_02514.png,"a coffee maker, a desk, a computer, a phone, a phone charger, a phone, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a phone charger, a",0,"['coffee', 'maker', 'desk', 'computer', 'phone', 'phone', 'charger', 'phone', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger', 'phone', 'charger']"
75,75,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_75940.png,the president and first lady,0,"['president', 'first', 'lady']"
76,76,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_58602.png,"The men in the image are wearing black hats and black coats, and the women are wearing black dresses and black hats",0,"['man', 'image', 'hat', 'coat', 'woman', 'dress', 'hat']"
77,77,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_74235.png,"A glass jar with a lid, a metal funnel, and a plastic bottle with a lid",0,"['glass', 'jar', 'lid', 'metal', 'funnel', 'bottle', 'lid']"
78,78,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_47831.png,"a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin, a caramelized pumpkin,",0,"['pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin', 'pumpkin']"
79,79,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_42801.png,sheep,0,['sheep']
80,80,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_07429.png,a pregnant woman lying on her stomach with a pillow under her belly,0,"['woman', 'stomach', 'pillow', 'belly']"
81,81,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_35198.png,"a baby, a woman, and a man",0,"['baby', 'woman', 'man']"
82,82,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_13675.png,"Meghan, duchess of sussex, with a dog at the royal foundation's annual dog walk",0,"['Meghan', 'duchess', 'sussex', 'dog', 'royal', 'foundation', 'dog', 'walk']"
83,83,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_67201.png,Seahorses,0,['seahorse']
84,84,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_89043.png,a woman wearing a hijab,0,"['woman', 'hijab']"
85,85,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_21963.png,Donald Trump,0,"['Donald', 'Trump']"
86,86,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_75410.png,a dalmatian puppy,0,"['dalmatian', 'puppy']"
87,87,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_82740.png,a man in a suit and tie standing on the side of a train,0,"['man', 'suit', 'side', 'train']"
88,88,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_59230.png,A woman in a bathtub,0,"['woman', 'bathtub']"
89,89,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_64958.png,a man and a boy,0,"['man', 'boy']"
90,90,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_10749.png,cotton,0,['cotton']
91,91,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_62457.png,"A man in a blue sweater, a man in jeans, a man in a green shirt, a man in a green hat, a man in a green tie, a man in a green shirt, a man in a green tie, a man in a green shirt, a man in a green tie, a man in a green shirt, a man in a green tie, a man in a green shirt, a man in",0,"['man', 'sweater', 'man', 'jean', 'man', 'shirt', 'man', 'hat', 'man', 'tie', 'man', 'shirt', 'man', 'tie', 'man', 'shirt', 'man', 'tie', 'man', 'shirt', 'man', 'tie', 'man', 'shirt', 'man']"
92,92,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_09852.png,A man in a vest,0,"['man', 'vest']"
93,93,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_14679.png,a man reading a book,0,"['man', 'book']"
94,94,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_74281.png,Two goats,0,['goat']
95,95,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_68145.png,"A rifle, a hat, and a dog",0,"['rifle', 'hat', 'dog']"
96,96,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_25687.png,tape,0,['tape']
97,97,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_86231.png,"a man in a sequin dress, a man with a red and blue necklace, and a man with a black and white wig",0,"['man', 'dress', 'man', 'necklace', 'man', 'white', 'wig']"
98,98,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_10596.png,a man in a suit and tie,0,"['man', 'suit']"
99,99,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_01972.png,A cat,0,['cat']
100,100,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_92136.png,baboons,0,['baboon']
101,101,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_60513.png,"A kitchen island, a dining table, and a refrigerator",0,"['kitchen', 'island', 'dining', 'table', 'refrigerator']"
102,102,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_23940.png,Snow monkeys,0,"['snow', 'monkey']"
103,103,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_67031.png,"A nuclear bomb, a mushroom cloud, and a hand holding a bowl",0,"['bomb', 'mushroom', 'cloud', 'hand', 'bowl']"
104,104,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_94086.png,a man in a suit and tie,0,"['man', 'suit']"
105,105,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_48370.png,"a camel, a goat, a man, a woman, a camel, a goat, a man, a woman, a camel, a goat, a man, a woman, a camel, a goat, a man, a woman, a camel, a goat, a man, a woman, a camel, a goat, a man, a woman, a camel, a goat, a man, a woman, a",0,"['camel', 'goat', 'man', 'woman', 'camel', 'goat', 'man', 'woman', 'camel', 'goat', 'man', 'woman', 'camel', 'goat', 'man', 'woman', 'camel', 'goat', 'man', 'woman', 'camel', 'goat', 'man', 'woman', 'camel', 'goat', 'man', 'woman']"
106,106,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_63251.png,A man in a suit and tie is standing in front of a mirror,0,"['man', 'suit', 'tie', 'front', 'mirror']"
107,107,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_51836.png,a man and a woman,0,"['man', 'woman']"
108,108,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_25780.png,Sheep,0,['Sheep']
109,109,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_19364.png,A black man with a black face,0,"['man', 'face']"
110,110,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_43201.png,A man driving a convertible car on the beach,0,"['man', 'car', 'beach']"
111,111,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_06945.png,A bomb,0,['bomb']
112,112,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_50162.png,A man playing a keyboard,0,"['man', 'keyboard']"
113,113,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_06491.png,A woman wearing a black dress with a large black feathery headpiece,0,"['woman', 'dress', 'feathery', 'headpiece']"
114,114,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_62589.png,"a syringe, a bottle, and a label with a skull and crossbones",0,"['syringe', 'bottle', 'label', 'skull', 'crossbone']"
115,115,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_43657.png,a woman in hijab and a woman in a headscarf sitting on a couch,0,"['woman', 'hijab', 'woman', 'headscarf', 'couch']"
116,116,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_04917.png,Cake,0,['cake']
117,117,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_85730.png,"a woman in a black shirt, a man in a black hat, a man in a black shirt, a man in a black hat, a man in a black shirt, a man in a black hat, a man in a black shirt, a man in a black hat, a man in a black shirt, a man in a black hat, a man in a black shirt, a man in a black hat, a",0,"['woman', 'shirt', 'man', 'hat', 'man', 'shirt', 'man', 'hat', 'man', 'shirt', 'man', 'hat', 'man', 'shirt', 'man', 'hat', 'man', 'shirt', 'man', 'hat', 'man', 'shirt', 'man', 'hat']"
118,118,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_03642.png,a couple of goats,0,"['couple', 'goat']"
119,119,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_07236.png,A woman with glasses,0,"['woman', 'glass']"
120,120,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_68192.png,A wedding couple kissing,0,"['wedding', 'couple']"
121,121,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_68349.png,the twin towers,0,['tower']
122,122,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_75340.png,a man kneeling on the ground in front of a group of police officers,0,"['man', 'ground', 'front', 'group', 'police', 'officer']"
123,123,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_64708.png,A mugshot,0,[]
124,124,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_43690.png,A woman and a man,0,"['woman', 'man']"
125,125,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_06415.png,a native american man wearing a headdress,0,['man']
126,126,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_01264.png,A squirrel,0,['squirrel']
127,127,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_58679.png,A man in a black shirt and pants,0,"['man', 'shirt', 'pant']"
128,128,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_51726.png,a child and a woman,0,"['child', 'woman']"
129,129,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_54710.png,A man in a suit and tie is holding a light bulb,0,"['man', 'suit', 'tie', 'bulb']"
130,130,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_42986.png,a baby's diaper,0,"['baby', 'diaper']"
131,131,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_07258.png,a native american woman in a headdress,0,"['woman', 'headdress']"
132,132,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_94356.png,"a woman in a traditional dress, a man with a drum, and a group of people",0,"['woman', 'dress', 'man', 'drum', 'group', 'people']"
133,133,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_92058.png,"the holy family, the angels, and the baby Jesus",0,"['holy', 'family', 'angel', 'baby', 'Jesus']"
134,134,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_36480.png,a man with a moustache,0,"['man', 'moustache']"
135,135,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_13074.png,"A swimming pool, a diving board, a diving coach, a swimmer, and a diving coach",0,"['swimming', 'pool', 'diving', 'board', 'coach', 'swimmer', 'coach']"
136,136,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_82139.png,A black bear and a skunk,0,"['bear', 'skunk']"
137,137,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_79610.png,"Donald Trump, Kim Jong-un, and Xi Jinping",0,"['Donald', 'Trump', 'Kim', 'Jong', 'un', 'Xi', 'Jinping']"
138,138,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_23407.png,"A man with a long hair, a hat, and glasses",0,"['man', 'hair', 'hat', 'glass']"
139,139,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_40726.png,"a man in a suit, a woman in a dress, a man in a tie, a woman in a dress, a man in a suit, a woman in a dress, a man in a tie, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a tie, a woman in a dress, a",0,"['man', 'suit', 'woman', 'dress', 'man', 'tie', 'woman', 'dress', 'man', 'suit', 'woman', 'dress', 'man', 'tie', 'woman', 'dress', 'man', 'suit', 'woman', 'dress', 'man', 'suit', 'woman', 'dress', 'man', 'tie', 'woman', 'dress']"
140,140,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_28451.png,A mother and daughter kissing,0,"['mother', 'daughter']"
141,141,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_95081.png,A man holding a knife,0,"['man', 'knife']"
142,142,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_02317.png,a man with a beard and a red shirt,0,"['man', 'beard', 'shirt']"
143,143,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_46983.png,A dishwasher,0,['dishwasher']
144,144,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_29706.png,a tiger cub,0,"['tiger', 'cub']"
145,145,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_37256.png,an eagle and an american flag,0,"['eagle', 'flag']"
146,146,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_72415.png,"a bicycle, a cowboy hat, and a cowboy",0,"['bicycle', 'cowboy', 'hat', 'cowboy']"
147,147,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_17634.png,Two chimpanzees kissing,0,['chimpanzee']
148,148,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_07261.png,"A crystal ball, a woman, and a man",0,"['crystal', 'ball', 'woman', 'man']"
149,149,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_62985.png,A wheelchair,0,['wheelchair']
150,150,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_50879.png,"A man sitting on the ground, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a",0,"['man', 'ground', 'woman', 'chair', 'man', 'chair', 'woman', 'chair', 'man', 'chair', 'woman', 'chair', 'man', 'chair', 'woman', 'chair', 'man', 'chair', 'woman', 'chair', 'man', 'chair', 'woman', 'chair']"
151,151,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_89512.png,"a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a",0,"['background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background', 'background']"
152,152,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_12067.png,Cookies,0,['cookie']
153,153,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_84926.png,A selection of cookies,0,"['selection', 'cookie']"
154,154,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_54782.png,The objects are the halo rings,0,"['object', 'halo', 'ring']"
155,155,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_61395.png,three brooms,0,['broom']
156,156,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_14362.png,A man in a suit and tie,0,"['man', 'suit']"
157,157,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_05279.png,"A horse, a woman, and a dog",0,"['horse', 'woman', 'dog']"
158,158,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_50741.png,A couple in a kitchen,0,"['couple', 'kitchen']"
159,159,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_87619.png,A woman in a black suit and a woman in a black dress,0,"['woman', 'suit', 'woman', 'dress']"
160,160,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_89450.png,"A paper boat, a man on a paper boat, and a man on a paper boat",0,"['paper', 'boat', 'man', 'paper', 'boat', 'man', 'paper', 'boat']"
161,161,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_59124.png,a woman with a black shirt and a red background,0,"['woman', 'shirt', 'background']"
162,162,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_72936.png,A man wearing a tuxedo and a bow tie,0,"['man', 'tuxedo', 'bow', 'tie']"
163,163,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_37965.png,a man in a crowd,0,"['man', 'crowd']"
