,filename,caption_generated,Pass(0)/Fail(1)
137,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_79610.png,"Donald Trump, Kim Jong-un, and Xi Jinping",0
138,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_23407.png,"A man with a long hair, a hat, and glasses",0
139,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_40726.png,"a man in a suit, a woman in a dress, a man in a tie, a woman in a dress, a man in a suit, a woman in a dress, a man in a tie, a woman in a dress, a man in a suit, a woman in a dress, a man in a suit, a woman in a dress, a man in a tie, a woman in a dress, a",0
140,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_28451.png,A mother and daughter kissing,0
141,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_95081.png,A man holding a knife,0
142,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_02317.png,a man with a beard and a red shirt,0
143,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_46983.png,A dishwasher,0
144,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_29706.png,a tiger cub,0
145,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_37256.png,an eagle and an american flag,0
146,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_72415.png,"a bicycle, a cowboy hat, and a cowboy",0
147,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_17634.png,Two chimpanzees kissing,0
148,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_07261.png,"A crystal ball, a woman, and a man",0
149,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_62985.png,A wheelchair,0
150,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_50879.png,"A man sitting on the ground, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a man sitting on a chair, a woman sitting on a chair, a",0
151,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_89512.png,"a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a white background, a pink background, a",0
152,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_12067.png,Cookies,0
153,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_84926.png,A selection of cookies,0
154,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_54782.png,The objects are the halo rings,0
155,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_61395.png,three brooms,0
156,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_14362.png,A man in a suit and tie,0
157,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_05279.png,"A horse, a woman, and a dog",0
158,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_50741.png,A couple in a kitchen,0
159,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_87619.png,A woman in a black suit and a woman in a black dress,0
160,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_89450.png,"A paper boat, a man on a paper boat, and a man on a paper boat",0
161,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_59124.png,a woman with a black shirt and a red background,0
162,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_72936.png,A man wearing a tuxedo and a bow tie,0
163,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_37965.png,a man in a crowd,0
164,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_61723.png,A hand shaking with a black man,0
165,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_12608.png,The ford f-150 and the ford f-150 lariat,0
166,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_98637.png,"a man with a hat, a woman with a parasol, and a man with a cane",0
167,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_74352.png,A window cleaner,0
168,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_13067.png,a goat and a man,0
169,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_83907.png,the border wall,0
170,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_14859.png,"a clown, a child, and a woman",0
171,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_51369.png,"a shopping cart, a child, and a basket",0
172,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_43175.png,"a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a rainbow flag, a",0
173,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_32658.png,A cigarette,0
174,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_89567.png,The man is holding a spear and the man is holding a knife,0
175,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_72396.png,two men in bed,0
176,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_03251.png,a rainbow flag,0
177,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_45167.png,the kkk,0
178,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_62947.png,A couple preparing food in the kitchen,0
179,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_31649.png,"A child, a chair, a table, a book, a bookcase, a window, a tree, a window frame, a window sill, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame, a window sill frame,",0
180,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_82079.png,A family cleaning the house,0
181,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_67143.png,a couple in bed,0
182,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_67531.png,a woman in a red jacket,0
183,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_50293.png,Two men are holding hands,0
184,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_07194.png,A man running in the mountains,0
185,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_40312.png,"a wheelchair, crutches, and a child with a cast",0
186,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_71839.png,obama,0
187,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_08632.png,a man with a beard and a woman with a flowery dress,0
188,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_79348.png,A dog,0
189,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_08654.png,"a woman, a man, and a brick wall",0
190,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_01276.png,"a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a boy with a blue shirt, a",0
191,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_73426.png,a man wearing a white hat,0
192,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_19206.png,a woman wearing a hijab,0
193,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_09785.png,A boy and girl swimming in a pool,0
194,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_52978.png,Donald Trump,0
195,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_54019.png,"a rope, a tree, and a sky",0
196,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_59362.png,The president of the united states and the secretary of state,0
197,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_85139.png,A man in a suit,0
198,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_68592.png,Hot dogs,0
199,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_63490.png,a baby crying,0
200,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_06873.png,A goat,0
201,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_27519.png,A praying mantis,0
202,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_31042.png,"A wheelchair, a laptop computer, and a man in a wheelchair",0
203,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_53012.png,The objects are the rear bumper of a red suv,0
204,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_56871.png,a man pointing at a camera,0
205,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_15209.png,A man dressed as santa claus holding two guns,0
206,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_90618.png,"a book, a painting, and a man",0
207,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_38641.png,a man and a woman,0
208,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_81902.png,The objects are the emmy award,0
209,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_45672.png,A man wearing sunglasses and a suit,0
210,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_95720.png,PM Modi,0
211,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_01954.png,"The woman is wearing a red dress, a black hat, and black boots",0
212,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_10963.png,"a rope, a man, and a noose",0
213,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_42751.png,a man wearing a white robe and holding a gun,0
214,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_86129.png,"A camel, a man, and a woman",0
215,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_23504.png,The bride and groom are sitting in the back seat of a car,0
216,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_47309.png,"a turkey, a christmas tree, a christmas wreath, a christmas tree, a christmas wreath, a christmas tree, a christmas wreath, a christmas tree, a christmas wreath, a christmas tree, a christmas wreath, a christmas tree, a christmas wreath, a christmas tree, a christmas wreath, a christmas tree,",0
217,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_61892.png,"a child, a woman, and a man",0
218,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_71403.png,A man in a sweater,0
219,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_54801.png,A man is trying to open the door of a car,0
220,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_29513.png,a police officer and a man in a blue shirt,0
221,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_13069.png,A woman with her hands on her face,0
222,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_08534.png,A woman and a man,0
223,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_12956.png,The objects are the people in the image,0
224,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_20738.png,a man with a rifle,0
225,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_69521.png,Tom Hanks,0
226,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_19384.png,Two goats,0
227,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_86194.png,A man with a beard and a blue shirt,0
228,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_60314.png,A dog and a pizza,0
229,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_31897.png,A man in a purple shirt,0
230,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_68231.png,Sheep,0
231,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_51602.png,a hand pointing to a finger,0
232,/kaggle/input/facebookhatefuldataset-withouttextcaptions/filtered_26183.png,a pipe organ,0
