,id,img,label,text
2861,01896,img/01896.png,0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism
7351,01924,img/01924.png,1,whats the difference between a feminist and a suicide vest? a suicide vest actually accomplishes something when its triggered
2066,01925,img/01925.png,1,i am not racist i just don't like brown sugar
1942,01926,img/01926.png,0,jewish children today should remember how lucky they are today
11588,01936,img/01936.png,1,we said we would never forget why are you voting them into our governement?
12189,01937,img/01937.png,1,"when you find a shooter the same day you plan a bombing, so you team up"
8159,01943,img/01943.png,1,person i chase: *shows clear signs he doesn't want to do anything with me* me: i'm gonna pretend i didn't see that
10826,01953,img/01953.png,1,muslim +hunt = less muslims
10794,01954,img/01954.png,0,the best part about a prostitute dying on you is you get the second hour free
8296,01956,img/01956.png,0,i am a crocodile!
9454,01962,img/01962.png,0,i put makeup for my profile photo
11287,01967,img/01967.png,0,when you decide to stop racism by burning its symbol
10732,01972,img/01972.png,0,you don't have a cat? this is your lucky day! i'm moving in!
3876,01974,img/01974.png,0,hiroshima hiroshima nagasaki everybody needs a friend
7293,01975,img/01975.png,1,valentine in islamic countries
841,02138,img/02138.png,0,it's monday!!! nooooo!
2819,02139,img/02139.png,0,no less beautiful
2049,02143,img/02143.png,1,"doesnt have food, water, electricity proud of nuclear weapons"
11330,02145,img/02145.png,0,"and then i asked mom, what's for dinner?"
2520,02146,img/02146.png,0,from the bottom of my heart i would like to sincerely apologize..... for being white
1254,02149,img/02149.png,0,what's that burning? oh it's my pot roast
9466,02153,img/02153.png,0,when you're arguing with someone and trying notto hit them
9281,02156,img/02156.png,0,never forget
2211,02157,img/02157.png,1,"mohammed i'm pregnant.... don't sass me, you know it's funny! ~cupcakes"
7070,02158,img/02158.png,1,i like my women like i like my chickens held in captivity until i behead them
1996,02164,img/02164.png,0,that feeling when you finish your homework in record time and have extra time to chill
7557,02165,img/02165.png,1,the difference between moderate muslim and radical muslim follow my allah or i kill you! follow my allah or he kill
7282,02168,img/02168.png,0,how many fucking accounts do you assholes have?
10360,02169,img/02169.png,1,"to see better, asians sometimes switch to fullscreen view"
297,02183,img/02183.png,1,local restaurant gets new slow cooker
6435,02185,img/02185.png,0,weeeeeee! back over the border you go!
1678,02193,img/02193.png,0,doesn't wear tampons because she trips over the string
5145,02194,img/02194.png,0,when you're a good farmer who raises healthy animals
5572,02315,img/02315.png,0,don't forget me!!!!!! i'm an asshole too!!!
8070,02316,img/02316.png,0,they can kill the messenger but they can't kill the message
5354,02317,img/02317.png,1,white trash go to hell trump fuck donald trump
1201,02349,img/02349.png,0,how i stare at the homie when i know he's lying
10760,02351,img/02351.png,1,when karen helps u camouflage the crackhouse
11594,02356,img/02356.png,0,if i was arrested what do u think i got arrested 4?
8897,02358,img/02358.png,1,diary of a wimpy kid hard luck anne frank is one wimpy kid
2365,02364,img/02364.png,0,"a jewish shop owner, wears a kippah or yarmulke whilst in his shop in tehran"
10656,02365,img/02365.png,0,"quick, which one is a bb gun? oops, too late . . . you're dead"
10741,02367,img/02367.png,0,dodge owners be like don't take a picture
9732,02371,img/02371.png,1,why do all the mexican foos who work lmaooo at t-mobile look like this
8436,02374,img/02374.png,0,"i don't always fuck midgets but when i do, i go balls deep"
8258,02381,img/02381.png,1,"got braces friend told me ""you're so black, even your teeth are behind bars"""
7356,02384,img/02384.png,0,caitlin jenner showing off her new whip
5241,02385,img/02385.png,0,every life is precious
10215,02389,img/02389.png,1,democrat jan schakowsky defends ilhan omar: 'she comes from a different culture' where they want to kill all the jews
4648,02413,img/02413.png,0,"women ask for equal rights, and this is why"
12490,02416,img/02416.png,0,how do you piss off a female archeologist? give her a used tampon and ask her what period it comes from
957,02417,img/02417.png,0,my face when racism exists
5556,02431,img/02431.png,1,subway is similar to prostitution you pay someone else to do your wife's job
8514,02435,img/02435.png,1,when you type fidget spinner but it autocorrects to midget spinner
1379,02436,img/02436.png,0,him: are you having fun? her: yes
1151,02437,img/02437.png,0,periods be like
6326,02439,img/02439.png,0,"superman's flying class was popular, but no one ever passed"
1141,02451,img/02451.png,0,what would you do if i became a pirate
7269,02456,img/02456.png,0,"people are loosing their minds over terrorism and isis in america... and veterans are all like... ""wake me up when i can go fuck shit up and not go to iail for it"""
3906,02457,img/02457.png,1,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle
5125,02459,img/02459.png,0,"my dishwasher is acting strange, can anybody help?"
7193,02461,img/02461.png,0,"whenever you feel stupid, remember this"
4469,02467,img/02467.png,0,how much did the holo cost
7759,02471,img/02471.png,0,when you walk into the welfare office hello monkeys
5271,02475,img/02475.png,0,therapy dogs are now being trained to console rape victims of muslims
2575,02476,img/02476.png,0,im never doing a garden again!
11184,02478,img/02478.png,1,must..resist...urge to.. kill whitey.
10714,02481,img/02481.png,1,greetings tranny time to die
9796,02483,img/02483.png,0,group of people rescued from medditaranian sea by italian coast guard
2737,02485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love
1562,02486,img/02486.png,0,romanians when they see a slightly open purse/pocket/window
2559,02497,img/02497.png,0,you're a wizard motherfucker
12071,02514,img/02514.png,0,"if they're in a relationship, who makes the sandwiches?"
2410,02518,img/02518.png,0,when the dog bites you and you bite back to assert dominance
3195,02519,img/02519.png,0,it's funny because he's fat!
7869,02536,img/02536.png,0,don't drink and drive
9167,02537,img/02537.png,0,arrest george soros for crimes against europe
8283,02538,img/02538.png,0,when my girl pissed me off but she runs through the room in her draws me my dick
8473,02543,img/02543.png,0,catch me outside how bout dat i'll catch my damn self outside
4216,02548,img/02548.png,0,oi are you looking at me?
7829,02561,img/02561.png,1,"we are coming to america one way or another! we will rape, pillage, & reap havoc riot on your nation while stealing your welfare"
349,02564,img/02564.png,1,hi monkey
178,02567,img/02567.png,1,"it was at that moment he fucked up, and helped put the wrong load in the wrong dish washer"
11164,02568,img/02568.png,1,whatsthe difference between heroin and i? cops think twice before shooting heroin
1695,02569,img/02569.png,0,when you're watching the #roots remake but you're in an interracial relationship
5207,02571,img/02571.png,0,former first lady during an interview
9148,02576,img/02576.png,0,this is a snakes mouth it all makes fucking sense now
1848,02578,img/02578.png,0,islam is the religious of love and peace
6417,02581,img/02581.png,1,mussie guy tried to rape me he didn't make it to court
11652,02584,img/02584.png,1,imagine being so disugsting there have to be laws to try to stop normal people from hating you
1104,02587,img/02587.png,0,the first lady chillin' with her children
11105,02593,img/02593.png,0,tell me where's the gay parade
5317,02594,img/02594.png,1,jamal! im pregnant!!!
8497,02613,img/02613.png,0,after group sex mohammed is very tired
9089,02614,img/02614.png,0,black boyfriend white boyfriend
1148,02619,img/02619.png,0,raise your hand if you're trash
5937,02631,img/02631.png,0,when your grandma sees you for the first time in a whole week he's so fucking big. me#irl
2357,02634,img/02634.png,1,and just like that... this sandwich maker doubles as an ironing board
1568,02641,img/02641.png,0,cracking open a sold one with the boys
9411,02647,img/02647.png,0,notice how the kenyan skidmark has been silent about the mueller report?
12370,02649,img/02649.png,0,and that was the last nativity play my son was invited to take part in
5592,02653,img/02653.png,1,england where moslems can rape your children and reporting it is a crime
8652,02654,img/02654.png,0,when people are spreading rumors but you're unbothered
7755,02657,img/02657.png,1,oh look someone's returning a broken sandwich maker to walmart
6099,02674,img/02674.png,1,asian drivers test went as expected
710,02683,img/02683.png,1,how to get stoned without smoking weed
10617,02687,img/02687.png,0,i hang a sock on my doorknob so my roommate knows not to come in because i'm busy fucking the other sock
2715,02691,img/02691.png,0,teaching them how to hunt young
1618,02697,img/02697.png,0,when you so savage you roast a whole race
9692,02716,img/02716.png,0,"felt cute might pray later, idk"
5390,02718,img/02718.png,0,my kid threatened to hold his breath until i gave him dessert. he's now passed out on the kitchen floor i don't negotiate with terrorists
9799,02719,img/02719.png,1,your black neighbor after you called the cops
8907,02735,img/02735.png,0,when each letter is a mental disorder
11839,02751,img/02751.png,0,just admit it white america was better
5217,02761,img/02761.png,0,i'm sorry i didn't mean to hurt your feelings
5506,02763,img/02763.png,0,immigrants illegal aliens
6809,02764,img/02764.png,0,closing time one last call for green cards you dont have to go home but you cant stay here
10118,02768,img/02768.png,1,when you look in your neighbor's yard and see an illegal immigrant mowing their lawn
3405,02769,img/02769.png,0,"think we just discovered ""cop crack"" bacon wrapped donuts mother of god"
11428,02783,img/02783.png,1,a picture of my great great great grand grandfather's tractors they don't make them like they used to
11611,02789,img/02789.png,1,when you got a warrant out for your arrest & you on the run.....
5306,02793,img/02793.png,0,sea monkeys
1426,02794,img/02794.png,0,i hate snow it's cold
3581,02795,img/02795.png,0,police academy graduation ceremony
7725,02814,img/02814.png,1,want to party? yeah i'm down
10901,02815,img/02815.png,1,how do i like my eggs? same as i like my niggers beaten and separated from the whites
8180,02816,img/02816.png,1,help im downing
9070,02831,img/02831.png,1,where's jaws when you need him ?
3309,02841,img/02841.png,0,birthday because i don't care if it's happy
9670,02845,img/02845.png,0,they have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one!
11948,02846,img/02846.png,0,the before image that not many people have seen
2882,02849,img/02849.png,1,abba ree i can fryyy
9709,02853,img/02853.png,1,"but islam can radicalize muslims muslims are not terrorist quran 8:39 ""kill all non believers till the only religion is islam"""
6259,02854,img/02854.png,1,do gay midgets come out of the cabinet?
8129,02857,img/02857.png,1,"i love it when women go to school. it's like seeing a monkey on roller skates: it means nothing to them, but it's so adorable for us"
10945,02863,img/02863.png,1,white men are the biggest terror threat except for my white boyfriend
9930,02867,img/02867.png,0,russia #freesentsov #freekolchenko
5826,02876,img/02876.png,1,your milkshake brings all the tards to the yard
384,02879,img/02879.png,1,i hate snow it's white and on my land
8566,02891,img/02891.png,1,look! a blow up doll!
6871,02894,img/02894.png,0,"how high are you no officer, its ""hi, how are you""?"
8882,02914,img/02914.png,0,the only thing that hinders you is your own motivation
3953,02917,img/02917.png,1,islamaphobe no i just hate the mother fuckers
5602,02918,img/02918.png,0,a islamic leader among his followers
662,02934,img/02934.png,1,i support terrorists because they're pea brains like me
4455,02935,img/02935.png,0,copsuckers be like the whole boot daddy
29,02937,img/02937.png,1,love is love stop racism
5870,02943,img/02943.png,0,hide and go seek champion july 6 1942 - august 4 1944
3960,02945,img/02945.png,1,you've been hungerstruck!
8773,02946,img/02946.png,1,is your girlfriend hot like me?
3486,02947,img/02947.png,0,meanwhile at the isis strip club
9726,02951,img/02951.png,0,protesters throwing smoke bombs
5182,02956,img/02956.png,0,how i sleep knowing i'm going to hell in every religion
1952,02957,img/02957.png,0,down syndrome girl put on makeup for a party
8090,02958,img/02958.png,0,when you forget that your blind friend has a heightened sense of smell bro. chop a fuckin line up for me
4989,02965,img/02965.png,1,i once dumped a cross eyed chick thought she was seeing someone else
8827,02967,img/02967.png,1,when the black kids start fighting at school
3814,02971,img/02971.png,1,what do you get when you cross harvey price with a pritt stick? a sticky black spastic
2508,02973,img/02973.png,0,how long can i run? till the chain tightens
7629,02974,img/02974.png,1,"it might look fucked up, but her handjobs are fucking unbelievable"
8123,02975,img/02975.png,0,you never realize how little self control you actually have until chips and salsa are in front of you at the mexican restaurant
4747,02983,img/02983.png,0,large big mac no onions
10241,02984,img/02984.png,0,stop racism black children and white children are the same
3828,02987,img/02987.png,0,not my president not my residents
4263,03124,img/03124.png,1,muhammed fixing his calculator
1573,03125,img/03125.png,0,i'm down.. ...with that
9476,03128,img/03128.png,1,lazy day nothing to steal
5485,03145,img/03145.png,1,when each letter is a mental disorder
11698,03146,img/03146.png,0,this is inhuman the operation takes only a couple of seconds to perform but its image remains for years
10809,03148,img/03148.png,1,fact: ethiopian food is so rare that locals dont even eat it ethiopian food
1237,03149,img/03149.png,0,harambe santa
3650,03162,img/03162.png,0,recruiter added me on linkedin so i guess things are getting pretty serious
11802,03164,img/03164.png,1,party tonight? i'm down
1496,03165,img/03165.png,0,shame on you america you said you would never forget
9412,03172,img/03172.png,0,im white trash and im in trouble
1433,03174,img/03174.png,0,"life is like belgium choclate, filled of earthy flavours and no sourness"
4944,03178,img/03178.png,1,"""we fly planes into their buildings now they kiss our asses!"" """
1429,03179,img/03179.png,0,i'm this pretty because both my parents are dentists
10870,03185,img/03185.png,1,best thing about an ethiopian blowjob ? you know she's going to swallow
9134,03186,img/03186.png,0,removes polish with chemicals nobody bats an eye commits crimes against the polish starts ww2
3241,03187,img/03187.png,0,every dad: *shaves beard* his own baby: i've never met this man in my life
8184,03189,img/03189.png,0,"if a man wants you, he will come and get you"
1842,03196,img/03196.png,0,made rice krispies way before kellogg's
2268,03197,img/03197.png,1,i'm no bird expert but i'm guessing it's 4 females and 1 male
11234,03214,img/03214.png,0,bartender: how about a nice 12 yr old? him: boy or girl?
2427,03217,img/03217.png,0,"they are like sperm you get millions, but only one works"
25,03218,img/03218.png,1,when you try acid for the first time
2807,03241,img/03241.png,0,when black people make white jokes when white people make black jokes
2834,03246,img/03246.png,0,mobile nun
8810,03248,img/03248.png,0,when you just can't stop thinking about obama
2928,03251,img/03251.png,0,it is disgusting to laugh at gender dysphoria
6384,03254,img/03254.png,1,"liberals: ""japan has gun control without issues, what makes you think it can't work here in the usa?"" me: (whispering) black people"
9978,03256,img/03256.png,0,when you ask for advice and they tell you to just be yourself you want me to get naked and start the revolution?
6083,03257,img/03257.png,1,white trash not marriage material
2655,03258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!"
11909,03267,img/03267.png,0,that feeling when you finish your homework in record time and have extra time to chill
4084,03268,img/03268.png,0,hey mom the goats asshole is inside out. what do?
2624,03271,img/03271.png,0,when your wife and girlfriend dont get along
9020,03275,img/03275.png,0,the only time you can hang out with 2 dirty hookers and a tranny
10822,03276,img/03276.png,0,unless life also gives you water and sugar your lemonade is gonna suck
8925,03279,img/03279.png,0,aren't you tried of my jokes!
10476,03281,img/03281.png,0,the weekend be like
10124,03285,img/03285.png,0,i wanna see the most fucked up meme. lets see what you got
7280,03289,img/03289.png,0,fuck banks fuck indians too
6995,03291,img/03291.png,1,do you agree with pauline to stop islamic immigration to australia share if you agree
4083,03296,img/03296.png,0,come on over i'm having a party the place is crawling with pussy
3218,03298,img/03298.png,0,thanks for visiting
4174,03418,img/03418.png,0,i got a flat on my way to the store
10691,03421,img/03421.png,1,"when you shoot up the school and somebody else gets blamed for it we stand here amid my achievement, not yours!"
5585,03429,img/03429.png,0,throwback thursday we was all by ourselves at one time we was the only once's in the new phase to build and close
9602,03468,img/03468.png,0,"my dishwasher is acting strange, can anybody help"
6439,03472,img/03472.png,1,"pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo"
7081,03479,img/03479.png,1,just waterin' the dirt
9358,03482,img/03482.png,0,i try not to be bias
115,03485,img/03485.png,1,probably in ur bed ya weird cunt im nota girl where do pee?
7968,03495,img/03495.png,0,"when your homie throws a heart react on your status just fucking kiss me, man"
11316,03519,img/03519.png,1,i'm going home i'm russian
11283,03524,img/03524.png,1,terrorist can come to this country way to easy
1179,03526,img/03526.png,0,when you've just realised your son has to be picked up from school
895,03527,img/03527.png,0,this bullshit started because of this bullshit thanks to this asshole
5541,03528,img/03528.png,0,look at the bright side you are only half black now
6914,03547,img/03547.png,0,people with dwarfism arguing
480,03562,img/03562.png,1,white people when they learn fish swim in schools
11205,03567,img/03567.png,1,potato is my favorite color of the alphabet
11464,03568,img/03568.png,0,time to play rich vs the constitution
1250,03571,img/03571.png,0,vibing.. ...with the music
3242,03574,img/03574.png,0,pull up your pants and back away from the goat!!
968,03581,img/03581.png,0,barack taking michelle to get pampered the first day off of quarantine
1997,03587,img/03587.png,0,the day that shook new york city
10980,03591,img/03591.png,1,"joins the democrat party to indulge in deep seated supremacist proclivities. ""helping"" minorities also loves black cock"
11056,03594,img/03594.png,0,lets end racism together we can do it
244,03612,img/03612.png,1,it's how technology has advanced polish remover 1940 polish remover 2019
4030,03615,img/03615.png,0,joke time 3 muslims walk into a bar.
1324,03618,img/03618.png,0,did you know european colonialism began in the fifteenth century
12026,03624,img/03624.png,0,just a traditional muslim man with a beard
7087,03629,img/03629.png,0,hey man you gotta go home my parents are fighting again
10684,03642,img/03642.png,0,when you catch your goat with another man
8137,03659,img/03659.png,0,"""i hope the electoral college gets beat in the ncaa tournament"""
8512,03675,img/03675.png,0,because of trump i got fired from my job
10363,03678,img/03678.png,0,lock her up and throw away the key
4539,03681,img/03681.png,0,when you're muslim but you have oil
2986,03685,img/03685.png,0,not all angels reside in heaven.. many walk the battlefield.
9693,03691,img/03691.png,0,koran class with the rohingya people
568,03692,img/03692.png,1,if it fits it ships
8520,03715,img/03715.png,0,great at making martinis terrible at stealing tambourines
6073,03718,img/03718.png,0,baaaa-utiful
7259,03728,img/03728.png,0,"stalin: if you invade us, you break our agreement hitler: quicksaving.."
95,03742,img/03742.png,1,when your muslim gf invites you over for dinner
2002,03745,img/03745.png,1,your order comes to $37.50 and your white privilege discount brings the total to $37.50
9140,03751,img/03751.png,0,"""i yelled catch ! i swear i thought she was ready """
8298,03756,img/03756.png,1,white people have no right to live in africa... .. but it's a blackman's right to live in any european country he chooses?
3954,03759,img/03759.png,0,what's the difference between hillary and putin? putin actually wins the elections he rigs
1663,03761,img/03761.png,0,we talked about it i agreed dinner would be ready on time in the future
10983,03764,img/03764.png,1,"my black flag brings all the goats to the yard and they're like allah akbar and then i'll put a bomb in a car, i'd teach u but i have no arms"
11969,03765,img/03765.png,1,american kids all across american storefronts!!! freeway off n on ramps!!! street corners!!! begging for $$$ for the're alcohol!!! n drugs!!!
8254,03789,img/03789.png,1,anne frankly i don't care
8583,03794,img/03794.png,1,tranny jesus died for your eyebrows
4800,03795,img/03795.png,0,even i can see you're a cunt
2430,03798,img/03798.png,0,"hey, i just met you and this is crazy but here's your number... so camping, maybe?"
8496,03841,img/03841.png,1,when i grow up... lol nevermind
4137,03845,img/03845.png,1,rev al sharpton that gorilla was 17 black and unarmed
10257,03847,img/03847.png,0,meanwhile at the isis strip club
8248,03849,img/03849.png,0,gmc short for give me cock
4844,03854,img/03854.png,1,did a lot of medical research didn't hurt any animals
1679,03857,img/03857.png,0,it's a piece of cake if she's not awake
5944,03861,img/03861.png,0,when you realize you fought on the wrong side during wwii
9094,03864,img/03864.png,1,you can't be the victim of a school shooting if you're the school shooter
10361,03865,img/03865.png,0,after 3 million years of evolution we still love to relax
12535,03869,img/03869.png,0,a mother's love for the child is a divine thing
4684,03871,img/03871.png,0,justin trudeau the imam of canada
8986,03874,img/03874.png,1,one of the poor defenseless refugees we hear about she's smuggling 31 pounds of pure heroin
9267,03875,img/03875.png,0,we're glad you're home the russians pooped in the hallway!
1514,03876,img/03876.png,0,my dog loves the attention
8377,03896,img/03896.png,1,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them"""
6968,03917,img/03917.png,0,attacking a person for who they are or where they're from is an attack on their people and culture as a whole
11994,03924,img/03924.png,1,three k's a day keeps the minorities away
1044,03926,img/03926.png,0,when it comes to the most terrible people hitler is the winner
3556,03927,img/03927.png,1,after group sex mohammed is very tired
11079,03928,img/03928.png,0,chimpanzees are one of the only animals that kiss each other like humans
7837,03942,img/03942.png,0,they're just like anyone else
9501,03947,img/03947.png,1,no one: steven hawking:
3141,03957,img/03957.png,0,lawn darts muslim style
9491,03962,img/03962.png,0,where's my water?
11758,03968,img/03968.png,0,when you're watching the #roots remake but you're in an interracial relationship
3329,03971,img/03971.png,0,so i was sucking on her t*ts then the husband walks in and i just sk*t myself
